StudyID,Species,Taxon.group,Endo.Ecto,linear.coefs,linear.coefs.se,elevation,abs.Lat,Genus,family,order,class
107,Cervus elaphus,V,Endo,0.59434,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.15742,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.02767,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.24795,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.06196,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.02755,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.01107,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.07137,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.04613,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.09323,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.26732,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.00753,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.03331,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.00179,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.08266,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.05337,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.17722,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-8.00E-05,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.04829,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.23683,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.071207305,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,-0.026540087,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.133611211,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,-0.01186449,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.115111445,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.027768772,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.000730647,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.041665476,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.067547753,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.062168052,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.010417141,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,-0.016791235,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.032080331,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.106011104,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.061371067,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.044285372,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.031392601,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.06640524,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.055181178,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,-0.00648552,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.062170248,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.036140944,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.038735252,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.073479152,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.044808324,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.078357493,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.015603874,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.016830689,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.032906799,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.037593507,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
152,Cervus elaphus,V,Endo,0.006932351,NA,-11,57.0412,Cervus,Cervidae,Artiodactyla,Mammalia
106,Crocidura russula,V,Endo,0.12,0.07,696,45.5167,Crocidura,Soricidae,Eulipotyphla,Mammalia
106,Crocidura russula,V,Endo,0.04,0.3,696,45.5167,Crocidura,Soricidae,Eulipotyphla,Mammalia
106,Crocidura russula,V,Endo,0.09,0.21,696,45.5167,Crocidura,Soricidae,Eulipotyphla,Mammalia
106,Crocidura russula,V,Endo,0.01,0.06,696,45.5167,Crocidura,Soricidae,Eulipotyphla,Mammalia
106,Crocidura russula,V,Endo,0.29,0.07,696,45.5167,Crocidura,Soricidae,Eulipotyphla,Mammalia
106,Crocidura russula,V,Endo,0.03,0.22,696,45.5167,Crocidura,Soricidae,Eulipotyphla,Mammalia
109,Esox lucius,V,Ecto,0.312038771,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.146671372,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.010096664,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.276398199,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,-0.171971452,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.143376632,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.037083653,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.118054634,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.208596848,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.182944874,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,-0.013407552,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.102359502,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.141188596,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.114339762,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.456432223,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.312592956,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.122612796,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.104881441,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.232106043,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.129487571,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.080874716,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.09912387,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.030100506,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.18124958,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.392213639,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,-0.035704205,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.241132619,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,-0.17470713,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.186601625,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.22233095,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.331013944,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.229519189,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.247375891,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
109,Esox lucius,V,Ecto,0.173318789,NA,40,54.37,Esox,Esocidae,Salmoniformes,Actinopterygii
65,Ficedula albicollis,V,Endo,0.2442,NA,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
65,Ficedula albicollis,V,Endo,0.1809,NA,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
65,Ficedula albicollis,V,Endo,0.3064,NA,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
65,Ficedula albicollis,V,Endo,0.2618,NA,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
65,Ficedula albicollis,V,Endo,0.0666,NA,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
65,Ficedula albicollis,V,Endo,0.267,NA,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
61,Negaprion brevirostris,V,Ecto,-0.017,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.23,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.094,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.027,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,0.022,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.0083,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.086805256,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.115770768,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.056592587,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.114658356,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,0.124999443,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.063,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.32,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.36,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.18,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.27,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.00134272,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.056511789,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.031634929,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,-0.044497975,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
61,Negaprion brevirostris,V,Ecto,0.027995147,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
111,Oncorhynchus nerka,V,Ecto,-0.028638768,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.028080826,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.058169484,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.024917143,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.014767977,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.084901556,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.134879253,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.054523025,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.064706569,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.089306109,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.036295826,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.114693044,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.063224877,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.002419959,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.041515614,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.104123578,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.300351701,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.097113132,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
111,Oncorhynchus nerka,V,Ecto,-0.130018194,NA,19,59.3217,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii
67,Ovis aries,V,Endo,NA,NA,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
67,Ovis aries,V,Endo,NA,NA,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
83,Ovis aries,V,Endo,NA,NA,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
62,Parus major,V,Endo,0.095,0.175,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.405,0.239,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.06,0.168,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.019,0.171,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,-0.208,0.229,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.164,0.187,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.361,0.163,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.04,0.143,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.361,0.176,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.161,0.134,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.536,0.231,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.184,0.095,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.228,0.116,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.071,0.111,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.056,0.083,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.008,0.07,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.222,0.107,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.244,0.062,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.066,0.082,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.296,0.129,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.288,0.083,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.034,0.078,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.149,0.061,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.506,0.113,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.353,0.078,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.187,0.128,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.332,0.099,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.136,0.07,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.109,0.063,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.331,0.082,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.271,0.059,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.033,0.078,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.155,0.071,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.28,0.094,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.438,0.124,114,51.7667,Parus,Paridae,Passeriformes,Ave
62,Parus major,V,Endo,0.071,0.068,114,51.7667,Parus,Paridae,Passeriformes,Ave
65,Parus major,V,Endo,0.0824,NA,26,57.1667,Parus,Paridae,Passeriformes,Ave
65,Parus major,V,Endo,0.0664,NA,26,57.1667,Parus,Paridae,Passeriformes,Ave
65,Parus major,V,Endo,-0.0188,NA,26,57.1667,Parus,Paridae,Passeriformes,Ave
65,Parus major,V,Endo,0.1548,NA,26,57.1667,Parus,Paridae,Passeriformes,Ave
65,Parus major,V,Endo,0.3815,NA,26,57.1667,Parus,Paridae,Passeriformes,Ave
75,Salmo salar,V,Ecto,0.01,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.02,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0.02,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.01,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.01,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.14,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.27,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.15,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.07,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.27,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.03,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0.1,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0.04,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0.02,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,-0.03,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0.08,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0.01,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
75,Salmo salar,V,Ecto,0,NA,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,-0.058,0.032,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,0.045,0.049,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,-0.036,0.033,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,-0.023,0.034,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,-0.09,0.048,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,0.075,0.037,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,0.023,0.029,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,0.029,0.022,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,0.021,0.029,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,0.041,0.022,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,-0.022,0.037,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
86,Salmo salar,V,Ecto,0.029,0.039,124,42.4167,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.498076723,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.172282513,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.09212903,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.161300868,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.052879517,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.076833007,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.001243603,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.021137501,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.172480233,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.141280181,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.011359771,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.081211295,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.13878148,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.058375139,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.033586503,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,0.029506182,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.135720633,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.27218002,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.144646756,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.076704161,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.045350953,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
110,Salmo trutta,V,Ecto,-0.018681046,NA,437,61.25,Salmo,Salmonidae,Salmoniformes,Actinopterygii
